PCON24NM,nation,mp_name,mp_party,mp_email,la_name,child_pop_0_19,imd_decile,imd_score,pct_non_decent_homes,total_homes_la,n_dwellings_voa,estimated_children_bl_5plus,rate_per_1000_bl_5plus,pct_pre_1900,pct_pre_1945,pct_pre_1972,pct_pre_1992,housing_source,n_mines_total,n_macklin,n_macklin_pb_relevant,n_iocmwf_metalliferous,n_iocmwf_water_pollution
Upper Bann,Northern Ireland,Carla Lockhart,Democratic Unionist Party,carla.lockhart.mp@parliament.uk,"Armagh City, Banbridge and Craigavon",23777.0,1,42.74928900626301,14.2,,46111,603,25.4,8.0,16.5,42.51,70.47,NIHCS 2023 (NI-wide; no district breakdown),0,0,0,0,0
West Tyrone,Northern Ireland,Órfhlaith Begley,Sinn Féin,,Fermanagh and Omagh,23777.0,1,54.88352367656629,14.2,,46111,603,25.4,8.0,16.5,42.51,70.47,NIHCS 2023 (NI-wide; no district breakdown),0,0,0,0,0
East Renfrewshire,Scotland,Blair McDougall,Labour,blair.mcdougall.mp@parliament.uk,East Renfrewshire,23777.0,10,10.038859863561807,14.2,,,437,18.4,,39.29,,,SHCS 2017-2019 (LA: East Renfrewshire); pre-1945 only,1,1,1,0,0
Na h-Eileanan an Iar,Scotland,Torcuil Crichton,Labour,torcuil.crichton.mp@parliament.uk,Na h-Eileanan Siar,23777.0,7,17.186569946950932,14.2,,,493,20.7,,23.32,,,SHCS 2017-2019 (LA: Na h-Eileanan Siar); pre-1945 only,0,0,0,0,0
Midlothian,Scotland,Kirsty McNeill,Labour (Co-op),kirsty.mcneill.mp@parliament.uk,Midlothian,23777.0,6,18.746261923308126,14.2,,,511,21.5,,23.12,,,SHCS 2017-2019 (LA: Midlothian); pre-1945 only,0,0,0,0,0
North Ayrshire and Arran,Scotland,Irene Campbell,Labour,irene.campbell.mp@parliament.uk,North Ayrshire,23777.0,4,24.914756154694853,14.2,,,548,23.0,,25.2,,,SHCS 2017-2019 (LA: North Ayrshire); pre-1945 only,2,3,3,0,0
Orkney and Shetland,Scotland,Mr Alistair Carmichael,Liberal Democrat,carmichaela@parliament.uk,Shetland Islands,23777.0,9,13.553019284018939,14.2,,,456,19.2,,25.07,,,SHCS 2017-2019 (LA: Shetland Islands); pre-1945 only,0,0,0,0,0
Aberdeen North,Scotland,Kirsty Blackman,Scottish National Party,kirsty.blackman.mp@parliament.uk,Aberdeen City,23777.0,6,20.578823738033677,14.2,,,511,21.5,,34.55,,,SHCS 2017-2019 (LA: Aberdeen City); pre-1945 only,0,0,0,0,0
Aberdeen South,Scotland,Stephen Flynn,Scottish National Party,stephen.flynn.mp@parliament.uk,Aberdeen City,23777.0,9,11.418505008687442,14.2,,,456,19.2,,34.55,,,SHCS 2017-2019 (LA: Aberdeen City); pre-1945 only,0,0,0,0,0
Aberdeenshire North and Moray East,Scotland,Seamus Logan,Scottish National Party,seamus.logan.mp@parliament.uk,Aberdeenshire,23777.0,5.0,,14.2,,,529,22.2,,26.13,,,SHCS 2017-2019 (LA: Aberdeenshire); pre-1945 only,0,0,0,0,0
Airdrie and Shotts,Scotland,Kenneth Stevenson,Labour,kenneth.stevenson.mp@parliament.uk,North Lanarkshire,23777.0,3,28.175493454670367,14.2,,,566,23.8,,21.13,,,SHCS 2017-2019 (LA: North Lanarkshire); pre-1945 only,0,0,0,0,0
Alloa and Grangemouth,Scotland,Brian Leishman,Labour,brian.leishman.mp@parliament.uk,Clackmannanshire,23777.0,5.0,,14.2,,,529,22.2,,17.71,,,SHCS 2017-2019 (LA: Clackmannanshire); pre-1945 only,0,0,0,0,0
Angus and Perthshire Glens,Scotland,Dave Doogan,Scottish National Party,dave.doogan.mp@parliament.uk,Angus,23777.0,5.0,,14.2,,,529,22.2,,29.73,,,SHCS 2017-2019 (LA: Angus); pre-1945 only,2,3,3,0,0
Arbroath and Broughty Ferry,Scotland,Stephen Gethins,Scottish National Party,stephen.gethins.mp@parliament.uk,Angus,23777.0,5.0,,14.2,,,529,22.2,,29.73,,,SHCS 2017-2019 (LA: Angus); pre-1945 only,0,0,0,0,0
"Argyll, Bute and South Lochaber",Scotland,Brendan O'Hara,Scottish National Party,brendan.ohara.mp@parliament.uk,Argyll and Bute,23777.0,5.0,,14.2,,,529,22.2,,31.34,,,SHCS 2017-2019 (LA: Argyll and Bute); pre-1945 only,1,2,2,0,0
Bathgate and Linlithgow,Scotland,Kirsteen Sullivan,Labour (Co-op),kirsteen.sullivan.mp@parliament.uk,West Lothian,23777.0,5.0,,14.2,,,529,22.2,,11.67,,,SHCS 2017-2019 (LA: West Lothian); pre-1945 only,0,0,0,0,0
"Caithness, Sutherland and Easter Ross",Scotland,Jamie Stone,Liberal Democrat,jamie.stone.mp@parliament.uk,Highland,23777.0,5,20.998417584365765,14.2,,,529,22.2,,22.66,,,SHCS 2017-2019 (LA: Highland); pre-1945 only,0,0,0,0,0
Coatbridge and Bellshill,Scotland,Frank McNally,Labour,frank.mcnally.mp@parliament.uk,North Lanarkshire,23777.0,5.0,,14.2,,,529,22.2,,21.13,,,SHCS 2017-2019 (LA: North Lanarkshire); pre-1945 only,0,0,0,0,0
Cowdenbeath and Kirkcaldy,Scotland,Melanie Ward,Labour,melanie.ward.mp@parliament.uk,Fife,23777.0,5.0,,14.2,,,529,22.2,,29.44,,,SHCS 2017-2019 (LA: Fife); pre-1945 only,0,0,0,0,0
Cumbernauld and Kirkintilloch,Scotland,Katrina Murray,Labour,katrina.murray.mp@parliament.uk,North Lanarkshire,23777.0,5.0,,14.2,,,529,22.2,,21.13,,,SHCS 2017-2019 (LA: North Lanarkshire); pre-1945 only,0,0,0,0,0
Dumfries and Galloway,Scotland,John Cooper,Conservative,john.cooper.mp@parliament.uk,Dumfries and Galloway,23777.0,6,19.958589352305015,14.2,,,511,21.5,,34.09,,,SHCS 2017-2019 (LA: Dumfries and Galloway); pre-1945 only,1,4,4,0,0
"Dumfriesshire, Clydesdale and Tweeddale",Scotland,David Mundell,Conservative,david.mundell.mp@parliament.uk,Dumfries and Galloway,23777.0,7,16.19557885044804,14.2,,,493,20.7,,34.09,,,SHCS 2017-2019 (LA: Dumfries and Galloway); pre-1945 only,1,1,1,0,0
Dundee Central,Scotland,Chris Law,Scottish National Party,chris.law.mp@parliament.uk,Dundee City,23777.0,5.0,,14.2,,,529,22.2,,33.63,,,SHCS 2017-2019 (LA: Dundee City); pre-1945 only,0,0,0,0,0
Dunfermline and Dollar,Scotland,Graeme Downie,Labour,graeme.downie.mp@parliament.uk,Fife,23777.0,5.0,,14.2,,,529,22.2,,29.44,,,SHCS 2017-2019 (LA: Fife); pre-1945 only,0,0,0,0,0
East Kilbride and Strathaven,Scotland,Joani Reid,Labour,joani.reid.mp@parliament.uk,South Lanarkshire,23777.0,5.0,,14.2,,,529,22.2,,19.96,,,SHCS 2017-2019 (LA: South Lanarkshire); pre-1945 only,0,0,0,0,0
Edinburgh East and Musselburgh,Scotland,Chris Murray,Labour,chris.murray.mp@parliament.uk,City of Edinburgh,23777.0,5.0,,14.2,,,529,22.2,,48.09,,,SHCS 2017-2019 (LA: City of Edinburgh); pre-1945 only,0,0,0,0,0
Edinburgh North and Leith,Scotland,Tracy Gilbert,Labour,tracy.gilbert.mp@parliament.uk,City of Edinburgh,23777.0,8,14.095783242497086,14.2,,,474,19.9,,48.09,,,SHCS 2017-2019 (LA: City of Edinburgh); pre-1945 only,0,0,0,0,0
Edinburgh South,Scotland,Ian Murray,Labour,ian.murray.mp@parliament.uk,City of Edinburgh,23777.0,9,11.42205807156718,14.2,,,456,19.2,,48.09,,,SHCS 2017-2019 (LA: City of Edinburgh); pre-1945 only,0,0,0,0,0
Edinburgh South West,Scotland,Dr Scott Arthur,Labour,scott.arthur.mp@parliament.uk,City of Edinburgh,23777.0,8,15.60515212704396,14.2,,,474,19.9,,48.09,,,SHCS 2017-2019 (LA: City of Edinburgh); pre-1945 only,0,0,0,0,0
Edinburgh West,Scotland,Christine Jardine,Liberal Democrat,christine.jardine.mp@parliament.uk,City of Edinburgh,23777.0,9,12.057759285657772,14.2,,,456,19.2,,48.09,,,SHCS 2017-2019 (LA: City of Edinburgh); pre-1945 only,0,0,0,0,0
Falkirk,Scotland,Euan Stainbank,Labour,euan.stainbank.mp@parliament.uk,Falkirk,23777.0,6,19.454314145994843,14.2,,,511,21.5,,22.35,,,SHCS 2017-2019 (LA: Falkirk); pre-1945 only,0,0,0,0,0
Glasgow East,Scotland,John Grady,Labour,john.grady.mp@parliament.uk,Glasgow City,23777.0,1,39.84081457015104,14.2,,,603,25.4,,40.61,,,SHCS 2017-2019 (LA: Glasgow City); pre-1945 only,0,0,0,0,0
Glasgow North,Scotland,Martin Rhodes,Labour,martin.rhodes.mp@parliament.uk,Glasgow City,23777.0,5,21.927765696101535,14.2,,,529,22.2,,40.61,,,SHCS 2017-2019 (LA: Glasgow City); pre-1945 only,0,0,0,0,0
Glasgow North East,Scotland,Maureen Burke,Labour,maureen.burke.mp@parliament.uk,Glasgow City,23777.0,1,42.17335658867449,14.2,,,603,25.4,,40.61,,,SHCS 2017-2019 (LA: Glasgow City); pre-1945 only,0,0,0,0,0
Glasgow South,Scotland,Gordon McKee,Labour,gordon.mckee.mp@parliament.uk,Glasgow City,23777.0,4,23.83346748492771,14.2,,,548,23.0,,40.61,,,SHCS 2017-2019 (LA: Glasgow City); pre-1945 only,0,0,0,0,0
Glasgow South West,Scotland,Dr Zubir Ahmed,Labour,zubir.ahmed.mp@parliament.uk,Glasgow City,23777.0,1,35.706545425406624,14.2,,,603,25.4,,40.61,,,SHCS 2017-2019 (LA: Glasgow City); pre-1945 only,0,0,0,0,0
Glasgow West,Scotland,Patricia Ferguson,Labour,patricia.ferguson.mp@parliament.uk,Glasgow City,23777.0,5.0,,14.2,,,529,22.2,,40.61,,,SHCS 2017-2019 (LA: Glasgow City); pre-1945 only,0,0,0,0,0
Glenrothes and Mid Fife,Scotland,Richard Baker,Labour,richard.baker.mp@parliament.uk,Fife,23777.0,5.0,,14.2,,,529,22.2,,29.44,,,SHCS 2017-2019 (LA: Fife); pre-1945 only,0,0,0,0,0
Gordon and Buchan,Scotland,Harriet Cross,Conservative,harriet.cross.mp@parliament.uk,Aberdeenshire,23777.0,5.0,,14.2,,,529,22.2,,26.13,,,SHCS 2017-2019 (LA: Aberdeenshire); pre-1945 only,0,0,0,0,0
Hamilton and Clyde Valley,Scotland,Imogen Walker,Labour,imogen.walker.mp@parliament.uk,South Lanarkshire,23777.0,5.0,,14.2,,,529,22.2,,19.96,,,SHCS 2017-2019 (LA: South Lanarkshire); pre-1945 only,0,0,0,0,0
Inverclyde and Renfrewshire West,Scotland,Martin McCluskey,Labour,martin.mccluskey.mp@parliament.uk,Inverclyde,23777.0,5.0,,14.2,,,529,22.2,,29.6,,,SHCS 2017-2019 (LA: Inverclyde); pre-1945 only,0,0,0,0,0
"Inverness, Skye and West Ross-shire",Scotland,Mr Angus MacDonald,Liberal Democrat,angus.macdonald.mp@parliament.uk,Highland,23777.0,5.0,,14.2,,,529,22.2,,22.66,,,SHCS 2017-2019 (LA: Highland); pre-1945 only,0,0,0,0,0
Livingston,Scotland,Gregor Poynton,Labour,gregor.poynton.mp@parliament.uk,West Lothian,23777.0,6,19.646789384166386,14.2,,,511,21.5,,11.67,,,SHCS 2017-2019 (LA: West Lothian); pre-1945 only,0,0,0,0,0
Lothian East,Scotland,Mr Douglas Alexander,Labour (Co-op),douglas.alexander.mp@parliament.uk,East Lothian,23777.0,5.0,,14.2,,,529,22.2,,29.72,,,SHCS 2017-2019 (LA: East Lothian); pre-1945 only,0,0,0,0,0
Mid Dunbartonshire,Scotland,Susan Murray,Liberal Democrat,susan.murray.mp@parliament.uk,East Dunbartonshire,23777.0,5.0,,14.2,,,529,22.2,,24.62,,,SHCS 2017-2019 (LA: East Dunbartonshire); pre-1945 only,0,0,0,0,0
"Moray West, Nairn and Strathspey",Scotland,Graham Leadbitter,Scottish National Party,graham.leadbitter.mp@parliament.uk,Moray,23777.0,5.0,,14.2,,,529,22.2,,28.41,,,SHCS 2017-2019 (LA: Moray); pre-1945 only,1,1,1,0,0
"Motherwell, Wishaw and Carluke",Scotland,Pamela Nash,Labour,pamela.nash.mp@parliament.uk,North Lanarkshire,23777.0,5.0,,14.2,,,529,22.2,,21.13,,,SHCS 2017-2019 (LA: North Lanarkshire); pre-1945 only,0,0,0,0,0
North East Fife,Scotland,Wendy Chamberlain,Liberal Democrat,wendy.chamberlain.mp@parliament.uk,Fife,23777.0,9,12.09916530070057,14.2,,,456,19.2,,29.44,,,SHCS 2017-2019 (LA: Fife); pre-1945 only,0,0,0,0,0
Paisley and Renfrewshire North,Scotland,Alison Taylor,Labour,alison.taylor.mp@parliament.uk,Renfrewshire,23777.0,6,19.016047881149166,14.2,,,511,21.5,,23.31,,,SHCS 2017-2019 (LA: Renfrewshire); pre-1945 only,0,0,0,0,0
Paisley and Renfrewshire South,Scotland,Johanna Baxter,Labour,johanna.baxter.mp@parliament.uk,Renfrewshire,23777.0,4,25.370815806389825,14.2,,,548,23.0,,23.31,,,SHCS 2017-2019 (LA: Renfrewshire); pre-1945 only,2,4,4,0,0
Perth and Kinross-shire,Scotland,Pete Wishart,Scottish National Party,pete.wishart.mp@parliament.uk,Perth and Kinross,23777.0,5.0,,14.2,,,529,22.2,,35.0,,,SHCS 2017-2019 (LA: Perth and Kinross); pre-1945 only,0,0,0,0,0
Rutherglen,Scotland,Michael Shanks,Labour,michael.shanks.mp@parliament.uk,South Lanarkshire,23777.0,5.0,,14.2,,,529,22.2,,19.96,,,SHCS 2017-2019 (LA: South Lanarkshire); pre-1945 only,0,0,0,0,0
Stirling and Strathallan,Scotland,Chris Kane,Labour,chris.kane.mp@parliament.uk,Stirling,23777.0,5.0,,14.2,,,529,22.2,,30.86,,,SHCS 2017-2019 (LA: Stirling); pre-1945 only,0,0,0,0,0
West Dunbartonshire,Scotland,Douglas McAllister,Labour,douglas.mcallister.mp@parliament.uk,West Dunbartonshire,23777.0,3,29.016676482041536,14.2,,,566,23.8,,22.92,,,SHCS 2017-2019 (LA: West Dunbartonshire); pre-1945 only,0,0,0,0,0
"Ayr, Carrick and Cumnock",Scotland,Elaine Stewart,Labour,elaine.stewart.mp@parliament.uk,South Ayrshire,23777.0,4,25.65685366145496,14.2,,,548,23.0,,37.66,,,SHCS 2017-2019 (LA: South Ayrshire); pre-1945 only,0,0,0,0,0
"Berwickshire, Roxburgh and Selkirk",Scotland,John Lamont,Conservative,john.lamont.mp@parliament.uk,Scottish Borders,23777.0,7,16.90179724101959,14.2,,,493,20.7,,33.14,,,SHCS 2017-2019 (LA: Scottish Borders); pre-1945 only,0,0,0,0,0
Central Ayrshire,Scotland,Alan Gemmell,Labour,alan.gemmell.mp@parliament.uk,South Ayrshire,23777.0,5,22.988177612508817,14.2,,,529,22.2,,37.66,,,SHCS 2017-2019 (LA: South Ayrshire); pre-1945 only,0,0,0,0,0
Kilmarnock and Loudoun,Scotland,Lillian Jones,Labour,lillian.jones.mp@parliament.uk,East Ayrshire,23777.0,4,24.57811184183527,14.2,,,548,23.0,,22.24,,,SHCS 2017-2019 (LA: East Ayrshire); pre-1945 only,6,21,21,0,0
West Aberdeenshire and Kincardine,Scotland,Andrew Bowie,Conservative,andrew.bowie.mp@parliament.uk,Aberdeenshire,23777.0,10,8.161710053206363,14.2,,,437,18.4,,26.13,,,SHCS 2017-2019 (LA: Aberdeenshire); pre-1945 only,0,0,0,0,0
Aberafan Maesteg,Wales,Stephen Kinnock,Labour,stephen.kinnock.mp@parliament.uk,Neath Port Talbot,20989.0,5.0,,14.2,,36600,467,22.2,12.44,41.2,69.93,82.53,VOA CTSOP 2023 (LAD),0,0,0,0,0
Alyn and Deeside,Wales,Sir Mark Tami,Labour,tamim@parliament.uk,Flintshire,23111.0,7,16.051453856464324,14.2,,42600,479,20.7,11.39,28.51,62.87,77.49,VOA CTSOP 2023 (LAD),0,0,0,0,0
Bangor Aberconwy,Wales,Claire Hughes,Labour,claire.hughes.mp@parliament.uk,Conwy,18265.0,5.0,,14.2,,49393,407,22.3,28.72,46.96,69.34,84.25,VOA CTSOP 2023 (LAD),5,1,1,6,6
Blaenau Gwent and Rhymney,Wales,Nick Smith,Labour,nick.smith.mp@parliament.uk,Blaenau Gwent,21319.0,5.0,,14.2,,48234,475,22.3,32.08,50.28,75.24,86.93,VOA CTSOP 2023 (LAD),0,0,0,0,0
"Brecon, Radnor and Cwm Tawe",Wales,David Chadwick,Liberal Democrat,david.chadwick.mp@parliament.uk,Powys,17670.0,5.0,,14.2,,47555,393,22.2,30.37,42.54,62.93,79.93,VOA CTSOP 2023 (LAD),0,0,0,0,0
Bridgend,Wales,Chris Elmore,Labour,Chris.Elmore.mp@parliament.uk,Bridgend,20275.0,6,18.73737130468534,14.2,,43169,436,21.5,13.86,32.27,61.01,77.96,VOA CTSOP 2023 (LAD),0,0,0,0,0
Caerfyrddin,Wales,Ann Davies,Plaid Cymru,ann.davies.mp@parliament.uk,Carmarthenshire,19316.0,5.0,,14.2,,50960,430,22.3,24.72,46.33,66.35,79.13,VOA CTSOP 2023 (LAD),2,1,0,1,1
Caerphilly,Wales,Chris Evans,Labour (Co-op),chris.evans.mp@parliament.uk,Caerphilly,22036.0,4,24.922150315184847,14.2,,40305,508,23.1,21.47,42.14,67.5,81.38,VOA CTSOP 2023 (LAD),0,0,0,0,0
Cardiff East,Wales,Jo Stevens,Labour,jo.stevens.mp@parliament.uk,Cardiff,26600.0,5.0,,14.2,,46934,592,22.3,18.17,36.99,59.64,75.28,VOA CTSOP 2023 (LAD),0,0,0,0,0
Cardiff North,Wales,Anna McMorrin,Labour,anna.mcmorrin.mp@parliament.uk,Cardiff,21305.0,9,12.678709575858802,14.2,,49203,408,19.2,20.04,38.84,61.15,76.33,VOA CTSOP 2023 (LAD),0,0,0,0,0
Cardiff South and Penarth,Wales,Stephen Doughty,Labour (Co-op),stephen.doughty.mp@parliament.uk,Vale of Glamorgan,20963.0,3,26.994400279471208,14.2,,41378,499,23.8,17.59,32.47,58.0,76.14,VOA CTSOP 2023 (LAD),0,0,0,0,0
Cardiff West,Wales,Mr Alex Barros-Curtis,Labour,alex.barroscurtis.mp@parliament.uk,Cardiff,26118.0,3,27.72130353905321,14.2,,53742,622,23.8,22.76,41.53,63.34,77.84,VOA CTSOP 2023 (LAD),0,0,0,0,0
Ceredigion Preseli,Wales,Ben Lake,Plaid Cymru,ben.lake.mp@parliament.uk,Ceredigion,16926.0,5.0,,14.2,,48366,377,22.3,34.44,44.8,63.47,80.95,VOA CTSOP 2023 (LAD),24,0,0,24,24
Clwyd East,Wales,Becky Gittins,Labour,becky.gittins.mp@parliament.uk,Flintshire,19869.0,5.0,,14.2,,50323,442,22.2,14.93,33.17,64.72,79.67,VOA CTSOP 2023 (LAD),0,0,0,0,0
Clwyd North,Wales,Gill German,Labour,gill.german.mp@parliament.uk,Denbighshire,22187.0,5.0,,14.2,,41955,494,22.3,20.55,41.54,67.13,82.86,VOA CTSOP 2023 (LAD),0,0,0,0,0
Dwyfor Meirionnydd,Wales,Liz Saville Roberts,Plaid Cymru,liz.savilleroberts.mp@parliament.uk,Gwynedd,19170.0,7,17.311896050375196,14.2,,53552,397,20.7,43.74,54.5,74.42,86.67,VOA CTSOP 2023 (LAD),1,1,1,0,0
Gower,Wales,Tonia Antoniazzi,Labour,tonia.antoniazzi.mp@parliament.uk,Swansea,23777.0,8,14.55300897521326,14.2,,64231,474,19.9,19.0,41.1,66.96,81.67,VOA CTSOP 2023 (LAD),0,0,0,0,0
Llanelli,Wales,Dame Nia Griffith,Labour,nia.griffith.mp@parliament.uk,Carmarthenshire,21129.0,4,25.102381820681842,14.2,,38660,487,23.0,24.72,46.33,66.35,79.13,VOA CTSOP 2023 (LAD),0,0,0,0,0
Merthyr Tydfil and Aberdare,Wales,Gerald Jones,Labour,gerald.jones.mp@parliament.uk,Merthyr Tydfil,23243.0,5.0,,14.2,,43404,518,22.3,34.98,49.99,72.48,85.11,VOA CTSOP 2023 (LAD),0,0,0,0,0
Mid and South Pembrokeshire,Wales,Henry Tufnell,Labour,henry.tufnell.mp@parliament.uk,Pembrokeshire,21618.0,5.0,,14.2,,49864,481,22.2,28.41,37.03,62.88,78.74,VOA CTSOP 2023 (LAD),0,0,0,0,0
Monmouthshire,Wales,Catherine Fookes,Labour,catherine.fookes.mp@parliament.uk,Monmouthshire,18962.0,5.0,,14.2,,43690,422,22.3,19.41,27.95,54.34,75.1,VOA CTSOP 2023 (LAD),0,0,0,0,0
Montgomeryshire and Glyndwr,Wales,,,,,,,,,,,,,,,,,,10,9,9,7,7
Neath and Swansea East,Wales,Carolyn Harris,Labour,carolyn.harris.mp@parliament.uk,Neath Port Talbot,21988.0,5.0,,14.2,,47527,490,22.3,13.46,44.58,72.62,84.07,VOA CTSOP 2023 (LAD),0,0,0,0,0
Newport East,Wales,Jessica Morden,Labour,mordenj@parliament.uk,Newport,29788.0,4,26.207893749293785,14.2,,47040,686,23.0,14.71,34.34,62.3,76.74,VOA CTSOP 2023 (LAD),0,0,0,0,0
Newport West and Islwyn,Wales,Ruth Jones,Labour,ruth.jones.mp@parliament.uk,Caerphilly,23859.0,5.0,,14.2,,48711,531,22.3,18.69,38.93,65.36,79.47,VOA CTSOP 2023 (LAD),0,0,0,0,0
Pontypridd,Wales,Alex Davies-Jones,Labour,alex.daviesjones.mp@parliament.uk,Rhondda Cynon Taf,23496.0,6,19.993637532867336,14.2,,49922,505,21.5,35.01,53.64,73.2,84.66,VOA CTSOP 2023 (LAD),0,0,0,0,0
Rhondda and Ogmore,Wales,Chris Bryant,Labour,chris.bryant.mp@parliament.uk,Rhondda Cynon Taf,22725.0,5.0,,14.2,,45395,506,22.3,30.78,49.36,70.76,83.32,VOA CTSOP 2023 (LAD),0,0,0,0,0
Swansea West,Wales,Torsten Bell,Labour,torsten.bell.mp@parliament.uk,Swansea,23569.0,4,23.79733403063663,14.2,,33806,543,23.0,19.0,41.1,66.96,81.67,VOA CTSOP 2023 (LAD),0,0,0,0,0
Torfaen,Wales,Nick Thomas-Symonds,Labour,nick.thomassymonds.mp@parliament.uk,Torfaen,21544.0,4,25.795874776980934,14.2,,43040,496,23.0,13.57,27.32,70.24,84.85,VOA CTSOP 2023 (LAD),0,0,0,0,0
Vale of Glamorgan,Wales,Kanishka Narayan,Labour,kanishka.narayan.mp@parliament.uk,Vale of Glamorgan,22597.0,6,18.36252913020691,14.2,,43499,486,21.5,17.26,29.88,57.06,76.63,VOA CTSOP 2023 (LAD),0,0,0,0,0
Wrexham,Wales,Andrew Ranger,Labour,andrew.ranger.mp@parliament.uk,Wrexham,22675.0,5,21.46847575638035,14.2,,43843,505,22.3,16.36,31.13,62.98,80.14,VOA CTSOP 2023 (LAD),0,0,0,0,0
Ynys Môn,Wales,Llinos Medi,Plaid Cymru,llinos.medi.mp@parliament.uk,Isle of Anglesey,23777.0,6,19.77929441595097,14.2,,35460,511,21.5,23.63,34.97,63.34,83.5,VOA CTSOP 2023 (LAD),1,0,0,1,1
